,Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Heating,Heating QC,Central Air,Electrical,2nd Flr SF,Low Qual Fin SF,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Kitchen AbvGr,Kitchen Qual,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Garage Cars Garage Area,Garage Cars Gr Liv Area,Garage Cars TotRms AbvGrd,Garage Cars Total Bsmt SF,Garage Cars 1st Flr SF,Garage Cars Bedroom AbvGr,Garage Cars TotRms AbvGrd,Garage Area Gr Liv Area,Garage Area TotRms AbvGrd,Garage Area Total Bsmt SF,Garage Area 1st Flr SF,Garage Area Bedroom AbvGr,Garage Area TotRms AbvGrd,Gr Liv Area TotRms AbvGrd,Gr Liv Area Total Bsmt SF,Gr Liv Area 1st Flr SF,Gr Liv Area Bedroom AbvGr,Gr Liv Area TotRms AbvGrd,TotRms AbvGrd Total Bsmt SF,TotRms AbvGrd 1st Flr SF,TotRms AbvGrd Bedroom AbvGr,TotRms AbvGrd TotRms AbvGrd,Total Bsmt SF 1st Flr SF,Total Bsmt SF Bedroom AbvGr,Total Bsmt SF TotRms AbvGrd,1st Flr SF Bedroom AbvGr,1st Flr SF TotRms AbvGrd,Bedroom AbvGr TotRms AbvGrd
850,1207,20,RL,0.0,8475,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228.0,Unf,0.0,724.0,GasA,Ex,Y,FuseA,0,0,0.0,0.0,1,0,1,TA,Typ,0,,Detchd,Unf,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2008,WD ,135750.0,283.0,952.0,4.0,952.0,952.0,2.0,4.0,269416.0,1132.0,269416.0,269416.0,566.0,1132.0,3808.0,906304.0,906304.0,1904.0,3808.0,3808.0,3808.0,8.0,16.0,906304.0,1904.0,3808.0,1904.0,3808.0,8.0
851,140,20,RL,70.0,8197,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,2003,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,1188.0,Unf,0.0,292.0,GasA,Ex,Y,SBrkr,0,0,1.0,0.0,2,0,1,Gd,Typ,0,,Attchd,RFn,TA,TA,Y,252,73,0,0,0,0,,MnPrv,Shed,300,2,2010,WD ,214000.0,1240.0,2960.0,14.0,2960.0,2960.0,6.0,14.0,917600.0,4340.0,917600.0,917600.0,1860.0,4340.0,10360.0,2190400.0,2190400.0,4440.0,10360.0,10360.0,10360.0,21.0,49.0,2190400.0,4440.0,10360.0,4440.0,10360.0,21.0
852,545,20,RL,88.0,10994,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,366.0,Gd,TA,PConc,Gd,Gd,No,GLQ,976.0,Unf,0.0,868.0,GasA,Ex,Y,SBrkr,0,0,1.0,0.0,2,0,1,Gd,Typ,1,Gd,Attchd,Fin,TA,TA,Y,165,44,0,0,0,0,,,,0,9,2009,COD,257000.0,1240.0,3688.0,14.0,3688.0,3688.0,4.0,14.0,1143280.0,4340.0,1143280.0,1143280.0,1240.0,4340.0,12908.0,3400336.0,3400336.0,3688.0,12908.0,12908.0,12908.0,14.0,49.0,3400336.0,3688.0,12908.0,3688.0,12908.0,14.0
853,1338,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1937,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,201.0,LwQ,162.0,462.0,GasA,Ex,Y,SBrkr,672,0,0.0,0.0,2,0,1,TA,Typ,0,,Detchd,Unf,TA,TA,Y,272,0,0,0,0,0,,GdPrv,,0,5,2008,WD ,157000.0,672.0,1497.0,5.0,825.0,825.0,3.0,5.0,1005984.0,3360.0,554400.0,554400.0,2016.0,3360.0,7485.0,1235025.0,1235025.0,4491.0,7485.0,4125.0,4125.0,15.0,25.0,680625.0,2475.0,4125.0,2475.0,4125.0,15.0
854,2873,30,RM,50.0,7288,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1Story,5,6,1942,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,305.0,Unf,0.0,671.0,GasA,TA,N,SBrkr,0,0,1.0,0.0,1,0,1,TA,Typ,0,,Detchd,Unf,TA,TA,N,160,0,0,0,0,0,,,,0,8,2006,WD ,102000.0,215.0,976.0,5.0,976.0,976.0,2.0,5.0,209840.0,1075.0,209840.0,209840.0,430.0,1075.0,4880.0,952576.0,952576.0,1952.0,4880.0,4880.0,4880.0,10.0,25.0,952576.0,1952.0,4880.0,1952.0,4880.0,10.0
855,924,30,RL,80.0,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713.0,Unf,0.0,163.0,GasA,Ex,Y,SBrkr,0,0,1.0,0.0,1,0,1,TA,Typ,0,,Detchd,Unf,TA,TA,Y,0,0,44,0,0,0,,,,0,8,2009,WD ,163500.0,864.0,1928.0,10.0,1752.0,1928.0,4.0,10.0,416448.0,2160.0,378432.0,416448.0,864.0,2160.0,4820.0,844464.0,929296.0,1928.0,4820.0,4380.0,4820.0,10.0,25.0,844464.0,1752.0,4380.0,1928.0,4820.0,10.0
856,844,20,RL,78.0,10335,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,679.0,Unf,0.0,811.0,GasA,Ex,Y,SBrkr,0,0,1.0,0.0,2,0,1,Gd,Typ,0,,Attchd,RFn,TA,TA,Y,144,29,0,0,0,0,,,,0,6,2009,WD ,204000.0,1154.0,3002.0,12.0,2980.0,3002.0,6.0,12.0,866077.0,3462.0,859730.0,866077.0,1731.0,3462.0,9006.0,2236490.0,2253001.0,4503.0,9006.0,8940.0,9006.0,18.0,36.0,2236490.0,4470.0,8940.0,4503.0,9006.0,18.0
857,901,20,RL,70.0,11767,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,HdBoard,HdBoard,BrkFace,259.0,TA,TA,CBlock,TA,TA,No,Rec,546.0,Unf,0.0,604.0,GasA,Ex,Y,SBrkr,0,0,0.0,0.0,1,0,1,TA,Min1,1,TA,Attchd,Unf,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2009,WD ,103500.0,313.0,1560.0,7.0,1150.0,1560.0,2.0,7.0,488280.0,2191.0,359950.0,488280.0,626.0,2191.0,10920.0,1794000.0,2433600.0,3120.0,10920.0,8050.0,10920.0,14.0,49.0,1794000.0,2300.0,8050.0,3120.0,10920.0,14.0
858,2195,190,RH,60.0,10896,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,1914,1995,Hip,CompShg,VinylSd,VinylSd,None,0.0,Fa,TA,CBlock,TA,Fa,No,LwQ,256.0,Unf,0.0,1184.0,GasA,Ex,Y,FuseA,1440,515,0.0,0.0,2,0,2,Fa,Typ,0,,,NA,NA,NA,N,0,110,0,0,0,0,,,,0,3,2007,WD ,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47530.0,4888800.0,4888800.0,27160.0,47530.0,20160.0,20160.0,112.0,196.0,2073600.0,11520.0,20160.0,11520.0,20160.0,112.0
859,2081,20,RL,60.0,5400,Pave,,Reg,HLS,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,453.0,Unf,0.0,411.0,GasA,TA,Y,SBrkr,0,0,0.0,1.0,1,0,1,TA,Typ,0,,Attchd,Unf,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2007,WD ,118000.0,399.0,864.0,6.0,864.0,864.0,3.0,6.0,344736.0,2394.0,344736.0,344736.0,1197.0,2394.0,5184.0,746496.0,746496.0,2592.0,5184.0,5184.0,5184.0,18.0,36.0,746496.0,2592.0,5184.0,2592.0,5184.0,18.0
860,2774,20,RL,70.0,9100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,244.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1400.0,Unf,0.0,125.0,GasA,Ex,Y,SBrkr,0,0,1.0,0.0,2,0,1,Gd,Typ,0,,Attchd,RFn,TA,TA,Y,219,36,0,0,0,0,,,,0,9,2006,WD ,235000.0,1082.0,3050.0,12.0,3050.0,3050.0,6.0,12.0,825025.0,3246.0,825025.0,825025.0,1623.0,3246.0,9150.0,2325625.0,2325625.0,4575.0,9150.0,9150.0,9150.0,18.0,36.0,2325625.0,4575.0,9150.0,4575.0,9150.0,18.0
861,2573,90,RL,70.0,7728,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,803.0,Unf,0.0,303.0,GasA,TA,Y,SBrkr,0,0,1.0,0.0,1,0,1,TA,Typ,0,,Attchd,Unf,TA,TA,Y,0,18,0,0,0,0,,GdWo,,0,5,2006,WD ,132500.0,1080.0,2380.0,12.0,2212.0,2380.0,6.0,12.0,642600.0,3240.0,597240.0,642600.0,1620.0,3240.0,7140.0,1316140.0,1416100.0,3570.0,7140.0,6636.0,7140.0,18.0,36.0,1316140.0,3318.0,6636.0,3570.0,7140.0,18.0
862,1793,60,RL,75.0,8778,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1302.0,GasA,Ex,Y,SBrkr,528,0,0.0,0.0,2,1,1,Gd,Typ,0,,BuiltIn,RFn,TA,TA,Y,0,40,0,0,0,0,,,,0,3,2007,WD ,221300.0,2577.0,5490.0,21.0,3906.0,3906.0,9.0,21.0,1571970.0,6013.0,1118418.0,1118418.0,2577.0,6013.0,12810.0,2382660.0,2382660.0,5490.0,12810.0,9114.0,9114.0,21.0,49.0,1695204.0,3906.0,9114.0,3906.0,9114.0,21.0
863,882,20,RL,63.0,8487,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20.0,Unf,0.0,1480.0,GasA,Ex,Y,SBrkr,0,0,0.0,0.0,2,0,1,Gd,Typ,0,,Attchd,RFn,TA,TA,Y,192,36,0,0,0,0,,,,0,8,2009,WD ,190000.0,1140.0,3000.0,12.0,3000.0,3000.0,6.0,12.0,855000.0,3420.0,855000.0,855000.0,1710.0,3420.0,9000.0,2250000.0,2250000.0,4500.0,9000.0,9000.0,9000.0,18.0,36.0,2250000.0,4500.0,9000.0,4500.0,9000.0,18.0
864,2791,60,RL,0.0,9930,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,199.0,Gd,TA,PConc,Gd,TA,No,GLQ,456.0,Unf,0.0,370.0,GasA,Ex,Y,SBrkr,884,0,0.0,0.0,2,1,1,Gd,Typ,0,,Attchd,Fin,TA,TA,Y,320,54,0,0,0,0,,,,0,7,2006,WD ,222000.0,1182.0,3524.0,12.0,1652.0,1756.0,6.0,12.0,1041342.0,3546.0,488166.0,518898.0,1773.0,3546.0,10572.0,1455412.0,1547036.0,5286.0,10572.0,4956.0,5268.0,18.0,36.0,725228.0,2478.0,4956.0,2634.0,5268.0,18.0
865,297,20,RL,100.0,17500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,None,0.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,1406.0,Unf,0.0,496.0,GasA,TA,Y,SBrkr,0,0,1.0,0.0,2,0,1,Ex,Typ,2,TA,Attchd,Fin,TA,TA,Y,0,207,162,0,0,0,,,,0,5,2010,WD ,335000.0,1134.0,3804.0,14.0,3804.0,3804.0,6.0,14.0,1078434.0,3969.0,1078434.0,1078434.0,1701.0,3969.0,13314.0,3617604.0,3617604.0,5706.0,13314.0,13314.0,13314.0,21.0,49.0,3617604.0,5706.0,13314.0,5706.0,13314.0,21.0
866,509,20,RL,78.0,10206,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,PosN,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,294.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1614.0,GasA,Ex,Y,SBrkr,0,0,0.0,0.0,2,1,1,Gd,Typ,1,Gd,Attchd,Fin,TA,TA,Y,144,44,0,0,0,0,,,,0,9,2009,WD ,257500.0,2178.0,4974.0,21.0,4842.0,4974.0,9.0,21.0,1203708.0,5082.0,1171764.0,1203708.0,2178.0,5082.0,11606.0,2676012.0,2748964.0,4974.0,11606.0,11298.0,11606.0,21.0,49.0,2676012.0,4842.0,11298.0,4974.0,11606.0,21.0
867,1115,20,RL,75.0,14587,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1498.0,GasA,Ex,Y,SBrkr,0,0,0.0,0.0,2,0,1,Ex,Typ,1,Gd,Attchd,Fin,TA,TA,Y,0,174,0,0,0,0,,,,0,8,2008,New,264132.0,1184.0,3012.0,12.0,2996.0,3012.0,4.0,12.0,891552.0,3552.0,886816.0,891552.0,1184.0,3552.0,9036.0,2255988.0,2268036.0,3012.0,9036.0,8988.0,9036.0,12.0,36.0,2255988.0,2996.0,8988.0,3012.0,9036.0,12.0
868,773,20,RL,65.0,7800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,89.0,TA,TA,PConc,TA,TA,No,ALQ,450.0,Unf,0.0,414.0,GasA,Ex,Y,SBrkr,0,0,0.0,0.0,1,0,1,Gd,Typ,0,,Attchd,Fin,TA,TA,Y,64,0,0,0,0,0,,MnPrv,,0,6,2009,WD ,130000.0,288.0,899.0,5.0,864.0,899.0,3.0,5.0,258912.0,1440.0,248832.0,258912.0,864.0,1440.0,4495.0,776736.0,808201.0,2697.0,4495.0,4320.0,4495.0,15.0,25.0,776736.0,2592.0,4320.0,2697.0,4495.0,15.0
869,732,70,RL,50.0,4960,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,7,1930,1982,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,297.0,GasA,Ex,Y,SBrkr,653,0,0.0,0.0,2,0,1,TA,Typ,1,Gd,Detchd,Unf,TA,TA,N,244,60,0,0,0,0,,,,0,5,2009,WD ,137000.0,336.0,1654.0,7.0,297.0,1001.0,3.0,7.0,555744.0,2352.0,99792.0,336336.0,1008.0,2352.0,11578.0,491238.0,1655654.0,4962.0,11578.0,2079.0,7007.0,21.0,49.0,297297.0,891.0,2079.0,3003.0,7007.0,21.0
870,1552,30,RM,60.0,7392,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,7,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,520.0,GasA,TA,Y,FuseA,0,0,0.0,0.0,1,0,1,TA,Typ,0,,Detchd,RFn,TA,TA,Y,0,90,0,0,0,0,,,,0,5,2008,WD ,99500.0,360.0,912.0,5.0,520.0,912.0,2.0,5.0,328320.0,1800.0,187200.0,328320.0,720.0,1800.0,4560.0,474240.0,831744.0,1824.0,4560.0,2600.0,4560.0,10.0,25.0,474240.0,1040.0,2600.0,1824.0,4560.0,10.0
871,226,90,RL,0.0,7424,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1319.0,Unf,0.0,0.0,GasA,TA,Y,SBrkr,0,0,1.0,0.0,1,0,1,TA,Typ,2,TA,Attchd,Fin,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2010,WD ,160250.0,1182.0,2746.0,10.0,2638.0,2746.0,6.0,10.0,811443.0,2955.0,779529.0,811443.0,1773.0,2955.0,6865.0,1810987.0,1885129.0,4119.0,6865.0,6595.0,6865.0,15.0,25.0,1810987.0,3957.0,6595.0,4119.0,6865.0,15.0
872,2830,160,RM,24.0,2522,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970.0,GasA,Ex,Y,SBrkr,739,0,0.0,0.0,2,0,1,Gd,Maj1,0,,Detchd,Unf,TA,TA,Y,0,40,0,0,0,0,,,,0,5,2006,WD ,130000.0,760.0,3418.0,14.0,1940.0,1940.0,6.0,14.0,649420.0,2660.0,368600.0,368600.0,1140.0,2660.0,11963.0,1657730.0,1657730.0,5127.0,11963.0,6790.0,6790.0,21.0,49.0,940900.0,2910.0,6790.0,2910.0,6790.0,21.0
873,2238,30,RM,46.0,3672,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1Story,5,7,1922,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,GasA,Ex,Y,SBrkr,0,0,0.0,0.0,1,0,1,TA,Typ,0,,Detchd,Unf,Fa,Fa,N,0,0,96,0,0,0,,,,0,9,2007,WD ,75200.0,100.0,816.0,5.0,816.0,816.0,2.0,5.0,81600.0,500.0,81600.0,81600.0,200.0,500.0,4080.0,665856.0,665856.0,1632.0,4080.0,4080.0,4080.0,10.0,25.0,665856.0,1632.0,4080.0,1632.0,4080.0,10.0
874,982,80,RL,62.0,7706,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1993,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,Gd,TA,Av,Rec,114.0,GLQ,270.0,0.0,GasA,Ex,Y,SBrkr,0,0,0.0,1.0,1,0,1,TA,Typ,0,,Attchd,Fin,TA,TA,Y,280,0,0,0,0,0,,,Shed,700,8,2009,WD ,131250.0,429.0,1091.0,5.0,384.0,1091.0,2.0,5.0,468039.0,2145.0,164736.0,468039.0,858.0,2145.0,5455.0,418944.0,1190281.0,2182.0,5455.0,1920.0,5455.0,10.0,25.0,418944.0,768.0,1920.0,2182.0,5455.0,10.0
875,1265,20,RL,0.0,12929,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1993,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,276.0,TA,TA,CBlock,TA,TA,Gd,GLQ,697.0,Unf,0.0,384.0,GasA,TA,Y,SBrkr,0,0,1.0,0.0,1,0,1,TA,Typ,0,,CarPort,Unf,TA,TA,Y,36,82,0,0,0,0,,,,0,6,2008,WD ,148000.0,401.0,1081.0,5.0,1081.0,1081.0,3.0,5.0,433481.0,2005.0,433481.0,433481.0,1203.0,2005.0,5405.0,1168561.0,1168561.0,3243.0,5405.0,5405.0,5405.0,15.0,25.0,1168561.0,3243.0,5405.0,3243.0,5405.0,15.0
876,559,20,RL,0.0,9316,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,544.0,Unf,0.0,480.0,GasA,Gd,Y,SBrkr,0,0,0.0,0.0,2,0,1,TA,Typ,0,,Attchd,Unf,TA,TA,Y,171,0,0,0,0,0,,MnPrv,,0,5,2009,Oth,124100.0,288.0,1020.0,5.0,1024.0,1020.0,3.0,5.0,293760.0,1440.0,294912.0,293760.0,864.0,1440.0,5100.0,1044480.0,1040400.0,3060.0,5100.0,5120.0,5100.0,15.0,25.0,1044480.0,3072.0,5120.0,3060.0,5100.0,15.0
877,1203,85,RL,0.0,12122,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,7,9,1961,2007,Gable,CompShg,CemntBd,CmentBd,Stone,210.0,Ex,TA,CBlock,TA,TA,Av,ALQ,867.0,Unf,0.0,77.0,GasA,Gd,Y,SBrkr,0,0,1.0,0.0,1,0,1,Ex,Typ,0,,Attchd,RFn,TA,TA,Y,144,76,0,0,0,0,,,,0,7,2008,WD ,178400.0,1176.0,1998.0,12.0,1888.0,1998.0,6.0,12.0,587412.0,3528.0,555072.0,587412.0,1764.0,3528.0,5994.0,943056.0,998001.0,2997.0,5994.0,5664.0,5994.0,18.0,36.0,943056.0,2832.0,5664.0,2997.0,5994.0,18.0
878,2083,90,RL,42.0,7711,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,3,1977,1977,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,1440.0,Unf,0.0,0.0,GasA,TA,Y,SBrkr,0,0,2.0,0.0,2,0,2,TA,Typ,0,,,NA,NA,NA,N,321,0,0,0,0,0,,,,0,8,2007,Oth,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11520.0,2073600.0,2073600.0,5760.0,11520.0,11520.0,11520.0,32.0,64.0,2073600.0,5760.0,11520.0,5760.0,11520.0,32.0
879,2130,60,RL,43.0,12352,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,638.0,Unf,0.0,215.0,GasA,Ex,Y,SBrkr,900,0,1.0,0.0,2,1,1,TA,Typ,1,Fa,Attchd,RFn,TA,TA,Y,0,74,0,0,0,0,,,,0,3,2007,WD ,217000.0,1068.0,3506.0,14.0,1706.0,1706.0,6.0,14.0,936102.0,3738.0,455502.0,455502.0,1602.0,3738.0,12271.0,1495309.0,1495309.0,5259.0,12271.0,5971.0,5971.0,21.0,49.0,727609.0,2559.0,5971.0,2559.0,5971.0,21.0
880,2455,60,RL,75.0,12447,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,CemntBd,CmentBd,Stone,192.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1100.0,GasA,Ex,Y,SBrkr,848,0,0.0,0.0,2,1,1,Gd,Typ,1,Gd,BuiltIn,Fin,TA,TA,Y,200,70,0,0,0,0,,,,0,1,2006,New,252000.0,1520.0,3928.0,16.0,2200.0,2232.0,6.0,16.0,1492640.0,6080.0,836000.0,848160.0,2280.0,6080.0,15712.0,2160400.0,2191824.0,5892.0,15712.0,8800.0,8928.0,24.0,64.0,1227600.0,3300.0,8800.0,3348.0,8928.0,24.0
881,535,20,RL,63.0,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,GLQ,54.0,Unf,0.0,1087.0,GasA,Ex,Y,SBrkr,0,0,1.0,0.0,1,1,1,Gd,Typ,0,,Detchd,RFn,TA,TA,Y,182,0,0,0,0,0,,,,0,6,2009,WD ,152000.0,968.0,2282.0,12.0,2282.0,2282.0,6.0,12.0,552244.0,2904.0,552244.0,552244.0,1452.0,2904.0,6846.0,1301881.0,1301881.0,3423.0,6846.0,6846.0,6846.0,18.0,36.0,1301881.0,3423.0,6846.0,3423.0,6846.0,18.0
882,2019,45,RM,51.0,6120,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,7,8,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,832.0,GasA,Ex,Y,FuseA,0,0,0.0,0.0,1,0,1,TA,Typ,0,,Detchd,Unf,TA,TA,Y,48,112,0,0,0,0,,GdPrv,,0,7,2007,WD ,132000.0,1152.0,1708.0,10.0,1664.0,1708.0,4.0,10.0,491904.0,2880.0,479232.0,491904.0,1152.0,2880.0,4270.0,710528.0,729316.0,1708.0,4270.0,4160.0,4270.0,10.0,25.0,710528.0,1664.0,4160.0,1708.0,4270.0,10.0
883,2655,50,RM,56.0,9576,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Fa,TA,No,Rec,310.0,Unf,0.0,460.0,GasA,TA,Y,SBrkr,297,0,0.0,0.0,1,1,1,TA,Typ,0,,Detchd,Unf,Fa,TA,Y,0,0,0,0,0,0,,GdWo,,0,5,2006,WD ,120000.0,378.0,1182.0,5.0,770.0,885.0,3.0,5.0,446796.0,1890.0,291060.0,334530.0,1134.0,1890.0,5910.0,910140.0,1046070.0,3546.0,5910.0,3850.0,4425.0,15.0,25.0,681450.0,2310.0,3850.0,2655.0,4425.0,15.0
